_id,id_bank,id_city,address,time,position,description,latitude,longitude,comment
,3,13,"ул. Гоголя, 24",09:00 - 18:00,1-й этаж,Банковское подразделение,null,null,null
,5,13,"ул. Игнатенко, 3",Круглосуточно,Наружный,"Фабрика, завод, организация",null,null,null
,1,13,ул. Киевская,Круглосуточно,Внутренний (Зона 24),Другие или неподдающиеся классификации,null,null,null
,2,13,"ул. Киевская, 36 Б",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,4,13,"ул. Киевская, 56",Круглосуточно,Холл,Банковское подразделение,null,null,null
,1,13,"ул. Московская, 37",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,1,13,ул. Пушкинская,Круглосуточно,Внутренний,Другие или неподдающиеся классификации,null,null,null
,1,13,ул. Садовая (остановка),Круглосуточно,Внутренний,Другие или неподдающиеся классификации,null,null,null
,2,14,"ул. Ленина, 12",08:00 - 22:00,1-й этаж,Торговый центр,null,null,null
,8,14,"ул. Пролетарская, 16",Круглосуточно,Наружный,"Игровые, развлекательные центры, кафе, рестораны",null,null,null
,2,14,"ул. Пролетарская, 26/2",08:00 - 23:00,Холл,Торговый центр,null,null,null
,8,15,"ул. Ленина, 124",Круглосуточно,Холл,"Фабрика, завод, организация",null,null,null
,8,16,"Гневанское шоссе, 7 км",Круглосуточно,Холл,Медицинские учреждения,null,null,null
,2,16,"Немировское шоссе, 26",Круглосуточно,Наружный,Другие или неподдающиеся классификации,null,null,null
,8,16,пл. Героев Сталинграда (остановка),Круглосуточно,Наружный,"Вокзал, железнодорожная станция (касса)",null,null,null
,6,16,"пр. Космонавтов, 24",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,1,16,"пр. Коцюбинского, 28",Круглосуточно,Наружный,"Фабрика, завод, организация",null,null,null
,8,16,"пр. Коцюбинского, 30",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,9,16,"пр. Коцюбинского, 31",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,3,16,"пр. Коцюбинского, 4",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,10,16,"пр. Коцюбинского, 78",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,1,16,"пр. Коцюбинского, 78 А",Круглосуточно,Внутренний,Банковское подразделение,null,null,null
,7,16,"пр. Юности, 20/73",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,2,16,"пр. Юности, 43 А",07:00 - 23:00,Холл,Торговый центр,null,null,null
,5,16,"пр. Юности/Келецкая, 105",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,7,16,ул. 40-летия Победы ,08:00 - 23:00,Внутренний,"Фабрика, завод, организация",null,null,null
,8,16,"ул. 600-летия, 36",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,11,16,"ул. Архитектора Артынова, 38",Круглосуточно,Банковское подразделение,Банковское подразделение,null,null,null
,9,16,"ул. Гоголя, 1",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,2,16,"ул. Гоголя, 30",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,3,16,"ул. Ивана Богуна, 2",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,7,16,"ул. Карбышева, 2",10:00 - 23:00,Внутренний,Торговый центр,null,null,null
,8,16,"ул. Келецкая, 122 А",Круглосуточно,Наружный,Торговый центр,null,null,null
,8,16,"ул. Келецкая, 36",Круглосуточно,Наружный,Торговый центр,null,null,null
,2,16,"ул. Келецкая, 60",Круглосуточно,Наружный,Другие или неподдающиеся классификации,null,null,null
,1,16,"ул. Келецкая, 78 А",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,12,16,"ул. Киевская, 17",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,8,16,"ул. Киевская, 27",Круглосуточно,Наружный,"Фабрика, завод, организация",null,null,null
,9,16,"ул. Киевская, 38 А",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,1,16,"ул. Киевская, 45",Круглосуточно,Внутренний ,Банковское подразделение,null,null,null
,6,16,"ул. Козицкого, 15",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,8,16,"ул. Козицкого, 32",Круглосуточно,Наружный,Торговый центр,null,null,null
,6,16,"ул. Красноармейская, 4",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,4,16,"ул. Лебединского, 11",Круглосуточно,Холл,Банковское подразделение,null,null,null
,2,16,"ул. Папанина, 1 А",Круглосуточно,Холл,Другие или неподдающиеся классификации,null,null,null
,8,16,"ул. Пирогова, 112",Круглосуточно,Наружный,Торговый центр,null,null,null
,3,16,"ул. Пирогова, 23",09:00 - 20:00,1-й этаж,Банковское подразделение,null,null,null
,1,16,"ул. Пирогова, 23",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,2,16,"ул. Пирогова, 51",Круглосуточно,Холл,Банковское подразделение,null,null,null
,2,16,"ул. Пирогова, 56",08:00 - 20:00,Холл,"Фабрика, завод, организация",null,null,null
,13,16,"ул. Пирогова, 6",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,7,16,"ул. Пирогова, 7",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,8,16,"ул. Пирогова, 9",Круглосуточно,Холл,Банковское подразделение,null,null,null
,14,16,"ул. Привокзальная, 1 А",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,1,16,"ул. Соборная, 70",Круглосуточно,Наружный,"Фабрика, завод, организация",null,null,null
,15,16,"ул. Соборная, 81",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,3,16,"ул. Соборная, 82",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,6,16,"ул. Тарногродского, 32",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,2,16,"ул. Театральная, 10",Круглосуточно,Холл,Другие или неподдающиеся классификации,null,null,null
,8,16,"ул. Театральная, 10",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,8,16,"ул. Театральная, 15",Круглосуточно,Наружный,Другие или неподдающиеся классификации,null,null,null
,8,16,"ул. Фрунзе, 59",Круглосуточно,Холл,Другие или неподдающиеся классификации,null,null,null
,2,16,"ул. Чехова, 7 В",Круглосуточно,Наружный,"Фабрика, завод, организация",null,null,null
,2,16,"Хмельницкое шоссе, 92",Круглосуточно,Холл,Медицинские учреждения,null,null,null
,6,16,"Хмельницкое шоссе, 95",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,2,17,"ул. Гагарина, 24",09:00 - 20:00,Холл,Медицинские учреждения,null,null,null
,8,18,"ул. Октябрьская, 2",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,8,19,"ул. Заводская, 2",Круглосуточно,Наружный,"Фабрика, завод, организация",null,null,null
,3,20,"ул. Богдана Хмельницкого, 10",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,9,20,"ул. Горького, 5",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,2,20,"ул. Киевская, 1 Б",Круглосуточно,Наружный,Торговый центр,null,null,null
,2,20,"ул. Центральная, 1",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,8,21,"ул. Шевченко, 33",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,2,22,"ул. Киевская, 24",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,7,22,"ул. Киевская, 32",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,2,22,"ул. Ставицкая, 63",Круглосуточно,Наружный,Торговый центр,null,null,null
,8,23,"ул. Криворучко, 1",Круглосуточно,1-й этаж,Другие или неподдающиеся классификации,null,null,null
,8,24,"ул. Ленина, 39",Круглосуточно,Наружный,Торговый центр,null,null,null
,2,24,"ул. Ленина, 42",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,2,25,"ул. Ленина, 55",Круглосуточно,Холл,Другие или неподдающиеся классификации,null,null,null
,2,25,"ул. Независимости, 4",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,8,26,"ул. 1-го Мая, 24",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,8,27,"ул. Ковельская, 73",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,7,27,"ул. Ковельская,124",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,6,27,"ул. Луцкая, 211 А",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,7,28,"ул. Независимости, 101",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,8,28,"ул. Независимости, 138",Круглосуточно,Наружный,"Игровые, развлекательные центры, кафе, рестораны",null,null,null
,5,28,"ул. Независимости, 55",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,9,28,"ул. Шевченко, 2 Б",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,16,29,"бул. Дружбы Народов, 3",Круглосуточно,1-й этаж,Торговый центр,null,null,null
,1,29,"пр. Воли, 11",Круглосуточно,Внутренний,Банковское подразделение,null,null,null
,13,29,"пр. Воли, 14",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,17,29,"пр. Воли, 15",Круглосуточно,Наружный,"Игровые, развлекательные центры, кафе, рестораны",null,null,null
,5,29,"пр. Воли, 17",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,2,29,"пр. Воли, 21",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,16,29,"пр. Воли, 33 А",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,6,29,"пр. Воли, 43",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,9,29,"пр. Воли, 54",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,14,29,"пр. Воли, 7",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,8,29,"пр. Грушевского, 1",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,7,29,"пр. Соборности, 32",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,16,29,"пр. Соборности, 43",Круглосуточно,Наружный (тер-я предприятия),Банковское подразделение,null,null,null
,3,29,"ул. Винниченка, 24",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,5,29,"ул. Винниченка, 51",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,16,29,"ул. Гилака, 20",Круглосуточно,1-й этаж,"Фабрика, завод, организация",null,null,null
,16,29,"ул. Задворецкая, 2",Круглосуточно,Наружный (тер-я предприятия),"Фабрика, завод, организация",null,null,null
,15,29,"ул. Ковельская, 150",08:00 - 20:00,Холл,Торговый центр,null,null,null
,16,29,"ул. Конякина, 14",Круглосуточно,1-й этаж,"Игровые, развлекательные центры, кафе, рестораны",null,null,null
,2,29,"ул. Леси Украинки, 24",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,9,29,"ул. Леси Украинки, 53",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,15,29,"ул. Ровенская, 1 А",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,7,29,"ул. Ровенская, 52 Б",Круглосуточно,Наружный,"Фабрика, завод, организация",null,null,null
,6,29,"ул. Ровенская, 87",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,3,29,"ул. Словацкого, 12",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,3,29,"ул. Словацкого, 12",09:00 - 20:00,1-й этаж,Банковское подразделение,null,null,null
,17,29,"ул. Словацкого, 2",Круглосуточно,1-й этаж,Гостиница,null,null,null
,4,29,"ул. Степана Бандеры, 16",Круглосуточно,Холл,Банковское подразделение,null,null,null
,1,30,"бул. Шевченка, 8",Круглосуточно,Внутренний,Банковское подразделение,null,null,null
,8,30,"ул. 15-й микрорайон, 19",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,8,30,"ул. Луцкая, 15",Круглосуточно,Наружный,"Фабрика, завод, организация",null,null,null
,16,31,Прилесное,Круглосуточно,Наружный (тер-я предприятия),"Фабрика, завод, организация",null,null,null
,6,32,"ул. Европейская, 1",Круглосуточно,Холл,Предприятие с ограниченным доступом,null,null,null
,6,32,"ул. Европейская, 1",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,6,32,"ул. Европейская, 1",Круглосуточно,Наружный,"Фабрика, завод, организация",null,null,null
,8,33,"ул. Ровенская, 4",Круглосуточно,Холл,"Фабрика, завод, организация",null,null,null
,1,34,"ул. Харьковская, 36 А",Круглосуточно,Наружный,"Фабрика, завод, организация",null,null,null
,1,34,"ул. Шахтерская, 1",Круглосуточно,Наружный,Другие или неподдающиеся классификации,null,null,null
,1,34,"ул. Шахтерская, 10",Круглосуточно,Внутренний,"Фабрика, завод, организация",null,null,null
,6,35,"пр. Ленина, 34",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,10,35,"пр. Ленина, 40",Круглосуточно,Холл,Банковское подразделение,null,null,null
,14,35,"пр. Ленина, 46",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,1,35,"пр. Ленина, 49",Круглосуточно,Внутренний,Банковское подразделение,null,null,null
,9,35,"пр. Ленина, 49",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,5,35,"ул. Ленина, 54",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,2,35,"ул. Медицинская, 1/11",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,8,35,"ул. Медицинская, 1/11",Круглосуточно,Банковское подразделение,Банковское подразделение,null,null,null
,10,35,"ул. Строителей, 27 А",Круглосуточно,Наружный,Торговый центр,null,null,null
,3,35,"ул. Сыровца, 23 А",09:00 - 20:00,1-й этаж,Банковское подразделение,null,null,null
,10,35,"ул. Сыровца, 27/29",Круглосуточно,Банковское подразделение,Банковское подразделение,null,null,null
,15,36,"бул. Европейский, 1 Д",Круглосуточно,Холл,"Фабрика, завод, организация",null,null,null
,6,36,"бул. Звездный, 1",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,15,36,"Донецкое шоссе, 9 А",Круглосуточно,1-й этаж,Торговый центр,null,null,null
,15,36,"Запорожское шоссе, 56",Круглосуточно,Наружный,Торговый центр,null,null,null
,15,36,"пер. Л. Мокиевской, 6 А",08:00 - 23:00,Холл,Торговый центр,null,null,null
,15,36,"пер. Парусный, 10",Круглосуточно,Наружный,"Фабрика, завод, организация",null,null,null
,5,36,"пер. Парусный, 7",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,1,36,"пл. Европейская, 2",Круглосуточно,Внутренний (Зона 24),Банковское подразделение,null,null,null
,15,36,"пл. Октябрьская, 12",Круглосуточно,Холл,Торговый центр,null,null,null
,1,36,"пр. Гагарина, 1 А",Круглосуточно,Внутренний,Банковское подразделение,null,null,null
,10,36,"пр. Гагарина, 127",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,8,36,"пр. Гагарина, 171",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,10,36,"пр. Гагарина, 31",09:00 - 20:00,Холл,Банковское подразделение,null,null,null
,18,36,"пр. Гагарина, 70 Б",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,2,36,"пр. Гагарина, 74",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,15,36,"пр. Гагарина, 8 А",Круглосуточно,Холл,Торговый центр,null,null,null
,14,36,"пр. Гагарина, 90",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,6,36,"пр. Газеты ""Правда"", 11",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,1,36,"пр. Газеты ""Правда"", 2",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,14,36,"пр. Газеты ""Правда"", 40",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,2,36,"пр. Газеты ""Правда"", 62",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,15,36,"пр. Героев, 1 С",Круглосуточно,наружный,Торговый центр,null,null,null
,1,36,"пр. Героев, 11 Л",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,2,36,"пр. Героев, 12",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,10,36,"пр. Карла Маркса, 105",Круглосуточно,Холл,Банковское подразделение,null,null,null
,9,36,"пр. Карла Маркса, 27 А",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,10,36,"пр. Карла Маркса, 34 Б",Круглосуточно,Холл,Банковское подразделение,null,null,null
,1,36,"пр. Карла Маркса, 40",Круглосуточно,Внутренний,Банковское подразделение,null,null,null
,19,36,"пр. Карла Маркса, 55",Круглосуточно,Холл,Банковское подразделение,null,null,null
,11,36,"пр. Карла Маркса, 82",Круглосуточно,Банковское подразделение,Банковское подразделение,null,null,null
,3,36,"пр. Карла Маркса, 83",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,14,36,"пр. Кирова, 1/9",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,14,36,"пр. Кирова, 1/9",09:00 - 21:00,1-й этаж,Банковское подразделение,null,null,null
,10,36,"пр. Кирова, 115",Круглосуточно,Холл,Банковское подразделение,null,null,null
,2,36,"пр. Кирова, 121",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,15,36,"пр. Кирова, 59",Круглосуточно,Наружный,Торговый центр,null,null,null
,8,36,"пр. Правды, 4",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,15,36,"пр. Правды, 76/78",Круглосуточно,Холл,Торговый центр,null,null,null
,10,36,"пр. Пушкина, 19",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,20,36,"пр. Пушкина, 19",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,2,36,"пр. Пушкина, 24",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,5,36,"Станция метро ""Вокзальная""",Круглосуточно,Холл,"Фабрика, завод, организация",null,null,null
,5,36,"Станция метро ""Коммунаровская""",Круглосуточно,Холл,"Фабрика, завод, организация",null,null,null
,5,36,"Станция метро ""Проспект Свободы"" ",Круглосуточно,Холл,"Фабрика, завод, организация",null,null,null
,10,36,"ул. 20-летия Победы, 43 Д",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,2,36,"ул. Артема, 18",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,9,36,"ул. Артема, 20",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,20,36,"ул. Артема, 3 А",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,15,36,"ул. Артема, 91",Круглосуточно,Наружный,"Фабрика, завод, организация",null,null,null
,8,36,"ул. Базовая, 2",Круглосуточно,Внутренний,"Фабрика, завод, организация",null,null,null
,15,36,"ул. Боброва, 1",Круглосуточно,Холл,Торговый центр,null,null,null
,1,36,"ул. Буковинская, 9",Круглосуточно,Внутренний,Торговый центр,null,null,null
,1,36,"ул. Героев Сталинграда, 113",Круглосуточно,Внутренний (Зона 24),Банковское подразделение,null,null,null
,15,36,"ул. Героев Сталинграда, 118 Д",Круглосуточно,1-й этаж,Торговый центр,null,null,null
,3,36,"ул. Глинки, 1",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,10,36,"ул. Глинки, 2",09:00 - 23:59,1-й этаж,Торговый центр,null,null,null
,14,36,"ул. Глинки, 7",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,1,36,"ул. Горького, 10/14",Круглосуточно,Наружный,"Фабрика, завод, организация",null,null,null
,3,36,"ул. Горького, 2",09:00 - 18:00,1-й этаж,Банковское подразделение,null,null,null
,3,36,"ул. Горького, 2",09:00 - 20:00,1-й этаж,Банковское подразделение,null,null,null
,9,36,"ул. Гули Королевой, 1 А",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,6,36,"ул. Жуковского, 21 А",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,15,36,"ул. Журналистов, 13",Круглосуточно,Наружный,"Фабрика, завод, организация",null,null,null
,18,36,"ул. Инженерная, 2 Б",Круглосуточно,Наружный,Торговый центр,null,null,null
,5,36,"ул. Карла Либнехта, 4 А",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,5,36,"ул. Карла Маркса, 74",Круглосуточно,Наружный,Банковское подразделение,null,null,null
,6,36,"ул. Коминтерна, 7",Круглосуточно,Наружный,Предприятие с ограниченным доступом,null,null,null
,15,36,"ул. Коммунаровская, 4",Круглосуточно,Наружный,Торговый центр,null,null,null
,6,36,"ул. Короленко, 21",Круглосуточно,Холл,Банковское подразделение,null,null,null
,3,36,"ул. Косиора, 29",09:00 - 20:00,1-й этаж,Банковское подразделение,null,null,null
,15,36,"ул. Космическая, 25 Д",Круглосуточно,Наружный,Торговый центр,null,null,null
,8,36,"ул. Курсантская, 30",Круглосуточно,Холл,Предприятие с ограниченным доступом,null,null,null
,5,36,"ул. Курчатова, 8",Круглосуточно,Наружный,"Фабрика, завод, организация",null,null,null
,1,36,"ул. Ленина, 2 А",Круглосуточно,Внутренний (Зона 24),Банковское подразделение,null,null,null
,7,36,"ул. Ленина, 30",Круглосуточно,1-й этаж,Банковское подразделение,null,null,null
,15,36,"ул. Ленина, 36",Круглосуточно,Наружный,Банковское подразделение,null,null,null
